ID,Year,Host,State,County,Country,Field,Form.ID,Serial_agar_dilution_for_creating_the_model_..N.20.,hyphal_tip..ht.,DNA.Extraction,lat,long,Size.of.field..acres.,Percentage.Affected,History,Plot,Number.of.Years,Fungicide.This.Year,Chemigation,Applied.for.White.Mold,Fungicide_current_season,molecule.s._current_season,company_current_season,Timing,Applications,Rate,Pre.2015.Fungicides,Number.of.Years.1,Fungicide_previous_seasons,molecule.s._previous_seasons,company_previous_seasons,Timing..Soybean,Notes,Apparently.low.sensitiviy,Group_MOA_current_season,Group_MOA_previous_seasons,Fungicide_status,Selection_fungicides,Source
268,1994,soybeans,NE,Herman,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
271,1995,celery,,,argentina,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
272,1995,drybeans,NE,Grant,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
273,1995,,NE,Champion,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
274,1995,drybeans,NE,Scotts Bluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
275,1995,chicory,NE,Scotts Bluff,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
276,1996,soybeans,NE,Ord,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
277,1995,sunflower,Herts,Harpenden ,britain,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
278,1995,rapeseed,Herts,Harpenden ,britain,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
279,1996,drybeans,NE,Holt,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
280,1994,drybeans,CO,Lucerne,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
281,1996,soybeans,NE,Lancaster,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
282,1996,tobacco,NC,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
283,1996,tobacco,NC,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
284,1996,tobacco,NC,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
285,1996,tobacco,NC,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
286,1996,sunflower,,,argentina,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
287,1996,sunflower,,,argentina,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
288,1996,sunflower,Unknown,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
289,1996,soybeans,NE,Lancaster,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
290,1996,drybeans,,,argentina,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
291,1996,basil,FL,Homestead,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
292,1996,tomato,FL,Homestead,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
293,1996,soybeans,,,argentina,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
294,1997,drybeans,MI,Lakeview,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
295,1995,soybeans,MI,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
296,1973,white clover,,,tasmania,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
297,1996,Rapeseed,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
298,1996,Rapeseed,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
299,1996,Rapeseed,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
300,1996,Rapeseed,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
301,1996,peas,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
302,1996,carrot,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
303,1996,peas,,,poland,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
304,1997,drybeans,,,argentina,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
305,1996,drybeans,WA,Quincy,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
306,1996,drybeans,ID,Caldwell,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
307,1996,drybeans,WA,Quincy,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,tested,no_selected,Farmer fields
308,1996,drybeans,WA,Quincy,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
309,1993,drybeans,NE,Minatare,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
310,1997,soybeans,NE,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
311,1997,rodgersia,,,japan,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
312,1997,cabbage,,,australia,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
313,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
314,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
315,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
316,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
317,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
318,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
319,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
320,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
321,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
322,1997,canola,GA,Rome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
323,1997,drybeans,NE,Lincoln,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
324,1997,zinnia,NE,Gering,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
325,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
326,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
327,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
328,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
329,1997,pepper,CA,Oakland,USA,WM_production_32,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
330,1997,pepper,CA,Oakland,USA,WM_production_32,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
331,1997,pepper,CA,Oakland,USA,WM_production_32,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
332,1997,peanut,OK,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
333,1987,alfalfa,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
334,1992,red clover,WI,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
335,1987,hairy Vetch,LA,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
336,1987,berseem clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
337,1987,peas,LA,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
338,1994,red clover,PA,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
339,1988,lesser trefoil,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
340,1996,alfalfa,KY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
341,1996,alfalfa,KY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
342,1996,alfalfa,KY,Caldwell,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
343,1996,alfalfa,KY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
344,1996,alfalfa,KY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
345,1996,alfalfa,KY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
346,1996,alfalfa,KY,Madison,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
347,1996,alfalfa,KY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
348,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
349,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
350,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
351,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
352,1992,lettuce,CA,Salinas Valley,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
353,1992,,WI,Marshfield,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
354,1996,red clover,WI,Ashland,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
355,NA,,WI,Hankock,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
357,NA,,WI,Racine,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
358,1998,drybeans,NE,Alliance,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
359,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
360,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
361,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
362,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
363,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
364,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
365,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
366,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
367,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
368,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
369,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
370,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
371,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
372,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
373,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
374,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
375,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
376,1998,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
377,1999,crimson clover,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
378,1998,rapeseed,ON,Hariston,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
379,1998,rapeseed,AB,Olds,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
380,1998,rapeseed,AB,Olds,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
381,1998,rapeseed,SK,Meadow Lake,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
382,1998,rapeseed,SK,Meadow Lake,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
383,1998,rapeseed,SK,Meadow Lake,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
384,1998,rapeseed,AB,Olds,canada,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
385,1998,canola,,,norway,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
386,1998,lesser celandine,,,norway,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
387,1998,alfalfa,NC,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
388,1998,cabbage,NY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
389,1998,cabbage,NY,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
390,1988,lesser trefoil,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
391,1988,lesser trefoil,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
392,1988,lesser trefoil,MS,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
393,1999,drybeans,NE,Lincoln,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
394,1999,drybeans,MI,Saginaw,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
395,2000,drybeans,ID,Jerome,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
396,2000,soybeans,NC,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
397,2000,soybeans,IA,Story City,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
398,2000,pear,OR,,USA,,,No,No,No DNA extraction,NA,NA,,,,,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
