"","ID","Year","Host","State","County","Country","Field","Form.ID","Serial_agar_dilution_for_creating_the_model_..N.20.","Origin","hyphal_tip..ht.","DNA.Extraction","lat","long","Size.of.field..acres.","Percentage.Affected","History","Plot","Number.of.Years","Fungicide.This.Year","Chemigation","Applied.for.White.Mold","Fungicide_current_season","molecule.s._current_season","company_current_season","Timing","Applications","Rate","Pre.2015.Fungicides","Number.of.Years.1","Fungicide_previous_seasons","molecule.s._previous_seasons","company_previous_seasons","Timing..Soybean","Notes","Apparently.low.sensitiviy","Group_MOA_current_season","Group_MOA_previous_seasons","Field_Names"
"98",232,1991,"alfalfa","WA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1991_NA"
"99",233,1991,"rapeseed","SK","Meadow Lake","canada",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1991_NA"
"100",234,1991,"rapeseed","SK","Meadow Lake","canada",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1991_NA"
"101",235,1991,"rapeseed","SK","Meadow Lake","canada",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1991_NA"
"102",239,1992,"peanut","OK",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"103",240,1969,"lettuce","NY","Bridgeton","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1969_NA"
"104",242,1980,"soil","DF","Xochimilco","mexico",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1980_NA"
"105",243,1981,"pyrethrum",NA,NA,"tasmania",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1981_NA"
"106",244,1992,"canola","ON","Riple","canada",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"107",245,1992,"sunflower",NA,NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"108",246,1992,"alfalfa","OH",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"109",247,1992,"alfalfa","OH",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"110",248,1992,"drybeans","SIN","Los Mochis","mexico",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"111",252,1992,"sunflower","KS","Sherman ","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"112",253,1992,"drybeans","KS","Cheyenne","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"113",254,1992,"drybeans","KS","Cheyenne","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"114",255,1992,"drybeans","KS","Cheyenne","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"115",256,1993,"lettuce","ON","Bradford","canada",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"116",257,1993,"soybeans","OH",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"117",258,1993,"soybeans","IA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"118",259,1993,"soybeans","IA","Renwick","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"119",260,1993,"alfalfa","PA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"120",261,1993,"alfalfa","PA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"121",263,1993,"alfalfa","OH",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"122",264,1994,"soybeans","NE","Platte","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"123",265,1994,"soybeans","NE","Burt  ","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"124",266,1994,"soybeans","NE","Saunders","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"125",267,1994,"soybeans","NE","Bellwood","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"126",268,1994,"soybeans","NE","Herman","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"127",271,1995,"celery",NA,NA,"argentina",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"128",272,1995,"drybeans","NE","Grant","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"129",273,1995,NA,"NE","Champion","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"130",274,2003,"drybeans","NE","Scotts Bluff","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2003_NA"
"131",275,1995,"chicory","NE","Scotts Bluff","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"132",276,1996,"soybeans","NE","Ord","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"133",277,1995,"sunflower","Herts","Harpenden ","britain",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"134",278,1995,"rapeseed","Herts","Harpenden ","britain",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"135",279,1996,"drybeans","NE","Holt","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"136",280,1994,"drybeans","CO","Lucerne","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"137",281,1996,"soybeans","NE","Lancaster","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"138",282,1996,"tobacco","NC",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"139",283,1996,"tobacco","NC",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"140",284,1996,"tobacco","NC",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"141",285,1996,"tobacco","NC",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"142",286,1996,"sunflower",NA,NA,"argentina",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"143",287,1996,"sunflower",NA,NA,"argentina",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"144",288,1996,"sunflower","Unknown",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"145",289,1996,"soybeans","NE","Lancaster","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"146",290,1996,"drybeans",NA,NA,"argentina",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"147",291,1996,"basil","FL","Homestead","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"148",292,1996,"tomato","FL","Homestead","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"149",293,1996,"soybeans",NA,NA,"argentina",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"150",294,1997,"drybeans","MI","Lakeview","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"151",295,1995,"soybeans","MI",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1995_NA"
"152",296,1973,"white clover",NA,NA,"tasmania",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1973_NA"
"153",297,1996,"Rapeseed",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"154",298,1996,"Rapeseed",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"155",299,1996,"Rapeseed",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"156",300,1996,"Rapeseed",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"157",301,1996,"peas",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"158",302,1996,"carrot",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"159",303,1996,"peas",NA,NA,"poland",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"160",304,1997,"drybeans",NA,NA,"argentina",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"161",305,1996,"drybeans","WA","Quincy","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"162",306,1996,"drybeans","ID","Caldwell","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"163",307,1996,"drybeans","WA","Quincy","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"164",308,1996,"drybeans","WA","Quincy","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"165",309,1993,"drybeans","NE","Minatare","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1993_NA"
"166",310,1997,"soybeans","NE",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"167",311,1997,"rodgersia",NA,NA,"japan",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"168",312,1997,"cabbage",NA,NA,"australia",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"169",313,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"170",314,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"171",315,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"172",316,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"173",317,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"174",318,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"175",319,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"176",320,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"177",321,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"178",322,1997,"canola","GA","Rome","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"179",323,1997,"drybeans","NE","Lincoln","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"180",324,1997,"zinnia","NE","Gering","USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"181",325,1997,"Blanket flowers","CA","Oakland","USA","WM_production_31",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_31"
"182",326,1997,"Blanket flowers","CA","Oakland","USA","WM_production_31",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_31"
"183",327,1997,"Blanket flowers","CA","Oakland","USA","WM_production_31",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_31"
"184",328,1997,"Blanket flowers","CA","Oakland","USA","WM_production_31",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_31"
"185",329,1997,"pepper","CA","Oakland","USA","WM_production_32",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_32"
"186",330,1997,"pepper","CA","Oakland","USA","WM_production_32",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_32"
"187",331,1997,"pepper","CA","Oakland","USA","WM_production_32",NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_WM_production_32"
"188",332,1997,"peanut","OK",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1997_NA"
"189",333,1987,"alfalfa","MS",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1987_NA"
"190",334,1992,"red clover","WI",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1992_NA"
"191",335,1987,"hairy Vetch","LA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1987_NA"
"192",336,1987,"berseem clover","MS",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1987_NA"
"193",337,1987,"peas","LA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1987_NA"
"194",338,1994,"red clover","PA",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1994_NA"
"195",339,1988,"lesser trefoil","MS",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1988_NA"
"196",340,1996,"alfalfa","KY",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
"197",341,1996,"alfalfa","KY",NA,"USA",NA,NA,"No","Survey","No","No DNA extraction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","1996_NA"
