Collection_ID,Year,Host,State,County,Country,Field,Form ID,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Fungicide_current_season,molecule(s)_current_season,company_current_season,Timing,Applications,Rate,Pre-2015 Fungicides,Number of Years,Fungicide_previous_seasons,molecule(s)_previous_seasons,company_previous_seasons,Timing: Soybean,Notes,Apparently low sensitiviy
309 ,1993,drybeans,NE,Minatare,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
310 ,1997,soybeans,NE,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
311 ,1997,rodgersia,,,japan,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
312 ,1997,cabbage,,,australia,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
313 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
314 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
315 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
316 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
317 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
318 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
319 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
320 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
321 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
322 ,1997,canola,GA,Rome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
323 ,1997,drybeans,NE,Lincoln,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
324 ,1997,zinnia,NE,Gering,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
325 ,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
326 ,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
327 ,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
328 ,1997,Blanket flowers,CA,Oakland,USA,WM_production_31,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
329 ,1997,pepper,CA,Oakland,USA,WM_production_32,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
330 ,1997,pepper,CA,Oakland,USA,WM_production_32,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
331 ,1997,pepper,CA,Oakland,USA,WM_production_32,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
332 ,1997,peanut,OK,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
333 ,1987,alfalfa,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
334 ,1992,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
334a ,1999,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
334b ,1999,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
334c ,1999,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
335 ,1987,hairy Vetch,LA,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
336 ,1987,berseem clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
336a ,1999,berseem clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
336b ,1999,berseem clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
336c ,1999,berseem clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
337 ,1987,peas,LA,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
338 ,1994,red clover,PA,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339 ,1988,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339a ,1999,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339b ,1999,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339c ,1999,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339d ,1999,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339e ,1999,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
339f ,1999,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
340 ,1996,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
341 ,1996,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
341a ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
341b ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
341c ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
342 ,1996,alfalfa,KY,Caldwell,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
342a ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
342b ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
342c ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
343 ,1996,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
344 ,1996,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
345 ,1996,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
346 ,1996,alfalfa,KY,Madison,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
346a ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
346b ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
346c ,1999,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
347 ,1996,alfalfa,KY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
348 ,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
349 ,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
350 ,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
351 ,1997,broccoli,CA,Salinas Valley,USA,WM_production_33,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
352 ,1992,lettuce,CA,Salinas Valley,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
353 ,1992,,WI,Marshfield,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
353b ,1995,,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
354 ,1996,red clover,WI,Ashland,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
354a ,1999,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
354b ,1999,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
354c ,1999,red clover,WI,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
355 ,,,WI,Hankock,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
357 ,,,WI,Racine,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
358 ,1998,drybeans,NE,Alliance,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
359b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
360a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
360b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
360c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
361a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
361b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
361c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
362a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
362b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
362c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
363a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
363b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
363c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
364a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
364b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
364c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
365a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
365b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
365c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
366a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
366b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
366c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
367a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
367b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
367c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
368a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
368b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
368c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
369a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
369b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
369c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
370a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
370b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
370c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
371a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
371b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
371c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
372a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
372b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
372c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
373a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
373b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
373c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
374a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
374b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
374c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
375a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
375b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
375c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
376a ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
376b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
376c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
377a ,1999,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
377b ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
377c ,1998,crimson clover,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
378 ,1998,rapeseed,ON,Hariston,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
379 ,1998,rapeseed,AB,Olds,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
380 ,1998,rapeseed,AB,Olds,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
381 ,1998,rapeseed,SK,Meadow Lake,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
382 ,1998,rapeseed,SK,Meadow Lake,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
383 ,1998,rapeseed,SK,Meadow Lake,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
384 ,1998,rapeseed,AB,Olds,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
385 ,1998,canola,,,norway,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
386 ,1998,lesser celandine,,,norway,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
387 ,1998,alfalfa,NC,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
388 ,1998,cabbage,NY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
389 ,1998,cabbage,NY,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
390 ,1988,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
391 ,1988,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
392 ,1988,lesser trefoil,MS,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
393,1999,drybeans,NE,Lincoln,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
394,1999,drybeans,MI,Saginaw,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
395,2000,drybeans,ID,Jerome,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
396,2000,soybeans,NC,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
397,2000,soybeans,IA,Story City,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
398,2000,pear,OR,,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
399,1999,soybeans,NE,Mead,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
400,2000,drybeans,MG,Unai,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
400a,2000,drybeans,MG,Unai,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
400b,2000,drybeans,MG,Unai,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
402,2000,drybeans,GO,Silvania,brazil,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
403,2000,petunia,FL,Archer,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
404,2000,chicory,Herverlee,,belgium,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
405,2000,drybeans,OR,Corvallis,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
406,2002,drybeans,Mooi Rive,,south africa,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
407,2002,sunflower,,,south africa,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
408,2002,drybeans,MI,Saginaw,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
409,2002,drybeans,NE,Scotts Bluff,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
410,2002,lettuce,Marathon,,Greece,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
411,2002,canola,ND,Ramsey,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
412,2002,soybeans,WI,Madison,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
413,2000,soybeans,WI,Mamtowac,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
414,2000,soybeans,CO,Lafayette,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
415,2000,soybeans,WI,Fond du Lac,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
416,2000,soybeans,WI,Green,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
417,,soybeans,WI,Dodge,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
418,,red clover,WI,Ashland,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
419,,soybeans,WI,Arlington Expt. Station,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
420,1992,red clover,WI,Marshfield,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
421,,soybeans,WI,Dane,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
422,1992,red clover,WI,Ashland,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
423,1992,red clover,WI,Arlington,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
424,1996,Bird's-foot trefoil,WI,Ashland,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
425,2000,soybeans,WI,Columbia,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
426,2000,soybeans,WI,Hancock Expt. Station,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
427,2000,soybeans,WI,Hancock,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
428,2000,canola,ND,Benson,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
430,1992,red clover,WI,Marshfield,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
431,1992,,WI,Racine,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
432,1992,red clover,WI,Spooner,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
434,2003,drybeans,NE,Perkins,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
435,1989,canola,ON,Harriston,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,norway,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,norway,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
438,1997,canola,SC,Orangeburg,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
439,2000,soybeans,ON,Chatham,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
440,2000,soybeans,ON,Chatham,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
441,1992,,AB,Olds,canada,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
443,1989,drybeans,NY,Orleans,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
444,2003,drybeans,MN,Farmington,USA,WM_nursery_1,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
445,2003,drybeans,MN,Farmington,USA,WM_nursery_1,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
446,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
447,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
448,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
449,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,Yes,Survey,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
450,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
451,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
452,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
453,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
454,2003,drybeans,MI,Montcalm,USA,WM_nursery_2,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
455,1998,drybeans,OR,Corvallis,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
456,1996,drybeans,WA,Quincy,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
457,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
458,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
459,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
460,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
461,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,Yes,Survey,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
462,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
463,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
464,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
465,2003,drybeans,WA,Paterson,USA,WM_nursery_3,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
466,2003,cranberry,MI,Saginaw,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
467,1996,drybeans,CO,,USA,WM_nursery_4,,Yes,Survey,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
468,2003,broccoli,OR,Corvallis,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
469,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
470,2003,drybeans,OR,Corvallis,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
471,2003,drybeans,OR,Corvallis,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
472,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
473,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
474,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
475,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,Yes,Survey,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
476,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
477,2003,drybeans,OR,Corvallis,USA,WM_nursery_5,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
478,2002,drybeans,WI,DeForest,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
479,2003,drybeans,WI,DeForest,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
480,1998,drybeans,WI,DeForest,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
481,1999,drybeans,WI,DeForest,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
482,2003,drybeans,MI,Montcalm,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
483,2003,drybeans,ID,Hazelton,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
484,2003,drybeans,ID,Hazelton,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
485,2003,drybeans,ID,Hazelton,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
486,2003,drybeans,ID,Hazelton,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
487,2003,drybeans,ID,Hazelton,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
488,2003,drybeans,ID,Hazelton,USA,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
489,2004,drybeans,Blenheim,,new zealand,,,No,Survey,No,No,,,,,,,,,,,,,,,,,,,,,,,
